Data from B_St_2b_Absorbance__0__11-14-37-960.txt Node

Date: Fri Sep 01 11:14:37 CEST 2023
User: caratgemlab
Spectrometer: USB2+U12103
Trigger mode: 0
Integration Time (sec): 7,000000E-1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
187,42	-0,04
187,882	-0,04
188,344	-0,04
188,805	0,36
189,267	0
189,729	1,39
190,19	-0
190,652	0,2
191,113	0,24
191,575	0,45
192,036	0,72
192,498	-0,4
192,959	-0,08
193,421	-0,03
193,882	-0,51
194,343	-0,02
194,804	0,57
195,265	-0
195,727	-0,14
196,188	-0
196,649	-1,48
197,11	-0,05
197,571	-0
198,032	0,48
198,493	0,6
198,954	0,52
199,414	-0
199,875	0,57
200,336	1,01
200,797	1,56
201,257	0,66
201,718	0,61
202,179	0,64
202,639	0,91
203,1	1,86
203,56	0,66
204,02	-0
204,481	-0
204,941	0,83
205,402	-0
205,862	0,91
206,322	0,69
206,782	0,5
207,242	-0
207,703	1,59
208,163	0,57
208,623	1,14
209,083	0,94
209,543	0,78
210,003	0,5
210,462	-0
210,922	0,8
211,382	1,44
211,842	0,96
212,302	0,93
212,761	0,9
213,221	0,71
213,681	1,27
214,14	-0
214,6	1,43
215,059	0,81
215,519	1,21
215,978	0,61
216,437	0,76
216,897	-0
217,356	1,05
217,815	0,8
218,274	0,62
218,734	1,01
219,193	0,97
219,652	0,92
220,111	0,87
220,57	0,72
221,029	-0
221,488	1,12
221,947	1,04
222,406	1,19
222,864	1,26
223,323	1,34
223,782	1,49
224,241	1,14
224,699	1,67
225,158	1,12
225,616	1,05
226,075	1,43
226,533	1,28
226,992	1,61
227,45	1,51
227,909	1,33
228,367	1,73
228,825	1,37
229,284	1,16
229,742	1,53
230,2	1,38
230,658	2,05
231,116	1,3
231,574	1,41
232,032	1,63
232,49	1,54
232,948	1,14
233,406	1,3
233,864	1,46
234,322	2,06
234,78	1,62
235,237	1,67
235,695	1,3
236,153	1,44
236,61	1,32
237,068	2,36
237,525	1,45
237,983	1,33
238,44	1,37
238,898	1,48
239,355	1,64
239,812	1,26
240,27	1,43
240,727	1,46
241,184	1,56
241,641	1,77
242,098	1,56
242,556	1,35
243,013	1,51
243,47	1,57
243,927	1,43
244,383	1,25
244,84	1,57
245,297	1,35
245,754	1,61
246,211	1,39
246,667	1,45
247,124	1,51
247,581	1,44
248,037	1,64
248,494	1,34
248,95	1,35
249,407	1,53
249,863	1,52
250,32	1,35
250,776	1,63
251,232	1,41
251,689	1,47
252,145	1,47
252,601	1,61
253,057	1,69
253,513	1,56
253,969	1,69
254,426	1,37
254,882	1,51
255,337	1,53
255,793	1,56
256,249	1,66
256,705	1,51
257,161	1,73
257,617	1,51
258,072	1,47
258,528	1,49
258,984	1,55
259,439	1,47
259,895	1,66
260,35	1,47
260,806	1,69
261,261	1,52
261,716	1,58
262,172	1,51
262,627	1,59
263,082	1,43
263,537	1,64
263,993	1,43
264,448	1,86
264,903	1,51
265,358	1,59
265,813	1,59
266,268	1,69
266,723	1,47
267,178	1,6
267,632	1,47
268,087	1,63
268,542	1,47
268,997	1,51
269,451	1,74
269,906	1,46
270,361	1,58
270,815	1,74
271,27	1,73
271,724	1,54
272,179	1,61
272,633	1,6
273,087	1,42
273,542	1,53
273,996	1,63
274,45	1,57
274,904	1,57
275,358	1,69
275,812	1,83
276,267	1,48
276,721	1,62
277,174	1,8
277,628	1,66
278,082	1,63
278,536	1,57
278,99	1,47
