-2.40479E+02	 1.20000E+03
-2.36367E+02	 1.18850E+03
-2.32256E+02	 1.19100E+03
-2.28147E+02	 1.20100E+03
-2.24040E+02	 1.20350E+03
-2.19934E+02	 1.19450E+03
-2.15830E+02	 1.19600E+03
-2.11727E+02	 1.20050E+03
-2.07627E+02	 1.19450E+03
-2.03527E+02	 1.19500E+03
-1.99430E+02	 1.19000E+03
-1.95333E+02	 1.19250E+03
-1.91239E+02	 1.19050E+03
-1.87146E+02	 1.20250E+03
-1.83055E+02	 1.19750E+03
-1.78965E+02	 1.19150E+03
-1.74877E+02	 1.19700E+03
-1.70791E+02	 1.20500E+03
-1.66706E+02	 1.19850E+03
-1.62623E+02	 1.19000E+03
-1.58542E+02	 1.19400E+03
-1.54462E+02	 1.19550E+03
-1.50383E+02	 1.19600E+03
-1.46307E+02	 1.19150E+03
-1.42231E+02	 1.19700E+03
-1.38158E+02	 1.19700E+03
-1.34086E+02	 1.20050E+03
-1.30016E+02	 1.19550E+03
-1.25947E+02	 1.19400E+03
-1.21880E+02	 1.20000E+03
-1.17815E+02	 1.20000E+03
-1.13751E+02	 1.19950E+03
-1.09689E+02	 1.19450E+03
-1.05628E+02	 1.19900E+03
-1.01569E+02	 1.19550E+03
-9.75113E+01	 1.19450E+03
-9.34554E+01	 1.20200E+03
-8.94012E+01	 1.20100E+03
-8.53485E+01	 1.20250E+03
-8.12974E+01	 1.20000E+03
-7.72479E+01	 1.19900E+03
-7.32000E+01	 1.20150E+03
-6.91537E+01	 1.19950E+03
-6.51090E+01	 1.19600E+03
-6.10659E+01	 1.20000E+03
-5.70243E+01	 1.19300E+03
-5.29844E+01	 1.20800E+03
-4.89460E+01	 1.20350E+03
-4.49093E+01	 1.20100E+03
-4.08741E+01	 1.19350E+03
-3.68405E+01	 1.20250E+03
-3.28084E+01	 1.20000E+03
-2.87780E+01	 1.19700E+03
-2.47491E+01	 1.20900E+03
-2.07219E+01	 1.20900E+03
-1.66962E+01	 1.22500E+03
-1.26721E+01	 1.47950E+03
-8.64951E+00	 3.14550E+03
-4.62855E+00	 5.77150E+03
-6.09165E-01	 5.12100E+03
 3.40865E+00	 2.36650E+03
 7.42488E+00	 1.32200E+03
 1.14395E+01	 1.20950E+03
 1.54526E+01	 1.20500E+03
 1.94642E+01	 1.21050E+03
 2.34741E+01	 1.20950E+03
 2.74825E+01	 1.20150E+03
 3.14893E+01	 1.19550E+03
 3.54945E+01	 1.19750E+03
 3.94982E+01	 1.19750E+03
 4.35003E+01	 1.20050E+03
 4.75008E+01	 1.19950E+03
 5.14998E+01	 1.20450E+03
 5.54972E+01	 1.20850E+03
 5.94931E+01	 1.20200E+03
 6.34874E+01	 1.19850E+03
 6.74801E+01	 1.22050E+03
 7.14713E+01	 1.26100E+03
 7.54609E+01	 1.38900E+03
 7.94489E+01	 1.55050E+03
 8.34354E+01	 1.59550E+03
 8.74204E+01	 1.65650E+03
 9.14037E+01	 1.62550E+03
 9.53856E+01	 1.62900E+03
 9.93658E+01	 1.62600E+03
 1.03345E+02	 1.61850E+03
 1.07322E+02	 1.59500E+03
 1.11297E+02	 1.59450E+03
 1.15271E+02	 1.63050E+03
 1.19244E+02	 1.63400E+03
 1.23215E+02	 1.63600E+03
 1.27184E+02	 1.63000E+03
 1.31152E+02	 1.63400E+03
 1.35118E+02	 1.62100E+03
 1.39083E+02	 1.64700E+03
 1.43047E+02	 1.65650E+03
 1.47008E+02	 1.64600E+03
 1.50968E+02	 1.62100E+03
 1.54927E+02	 1.63000E+03
 1.58884E+02	 1.63400E+03
 1.62840E+02	 1.65800E+03
 1.66794E+02	 1.64050E+03
 1.70746E+02	 1.63200E+03
 1.74697E+02	 1.67550E+03
 1.78646E+02	 1.66700E+03
 1.82594E+02	 1.63800E+03
 1.86540E+02	 1.67400E+03
 1.90485E+02	 1.68850E+03
 1.94428E+02	 1.68750E+03
 1.98370E+02	 1.67950E+03
 2.02310E+02	 1.69300E+03
 2.06249E+02	 1.69600E+03
 2.10186E+02	 1.65600E+03
 2.14122E+02	 1.68900E+03
 2.18056E+02	 1.69900E+03
 2.21988E+02	 1.69400E+03
 2.25919E+02	 1.70050E+03
 2.29849E+02	 1.71400E+03
 2.33777E+02	 1.74600E+03
 2.37703E+02	 1.74350E+03
 2.41628E+02	 1.71150E+03
 2.45552E+02	 1.74000E+03
 2.49473E+02	 1.70900E+03
 2.53394E+02	 1.72550E+03
 2.57313E+02	 1.74300E+03
 2.61230E+02	 1.75000E+03
 2.65146E+02	 1.72100E+03
 2.69060E+02	 1.70800E+03
 2.72973E+02	 1.74300E+03
 2.76884E+02	 1.70750E+03
 2.80794E+02	 1.71550E+03
 2.84702E+02	 1.73900E+03
 2.88609E+02	 1.74800E+03
 2.92514E+02	 1.72800E+03
 2.96418E+02	 1.75600E+03
 3.00320E+02	 1.73100E+03
 3.04221E+02	 1.73500E+03
 3.08120E+02	 1.73700E+03
 3.12017E+02	 1.78050E+03
 3.15914E+02	 1.75050E+03
 3.19808E+02	 1.78250E+03
 3.23701E+02	 1.78600E+03
 3.27593E+02	 1.76600E+03
 3.31483E+02	 1.74200E+03
 3.35372E+02	 1.77350E+03
 3.39259E+02	 1.79500E+03
 3.43145E+02	 1.77750E+03
 3.47029E+02	 1.74850E+03
 3.50911E+02	 1.77800E+03
 3.54793E+02	 1.79200E+03
 3.58672E+02	 1.78150E+03
 3.62550E+02	 1.82250E+03
 3.66427E+02	 1.85900E+03
 3.70302E+02	 1.89250E+03
 3.74176E+02	 2.00700E+03
 3.78048E+02	 1.99250E+03
 3.81919E+02	 1.86850E+03
 3.85788E+02	 1.86750E+03
 3.89656E+02	 1.82600E+03
 3.93522E+02	 1.84650E+03
 3.97387E+02	 1.79200E+03
 4.01250E+02	 1.87900E+03
 4.05112E+02	 1.90200E+03
 4.08972E+02	 2.17000E+03
 4.12831E+02	 2.45350E+03
 4.16688E+02	 2.44350E+03
 4.20544E+02	 2.11050E+03
 4.24398E+02	 1.98000E+03
 4.28251E+02	 1.93000E+03
 4.32103E+02	 1.90850E+03
 4.35952E+02	 1.86200E+03
 4.39801E+02	 1.92000E+03
 4.43648E+02	 1.91150E+03
 4.47493E+02	 1.90700E+03
 4.51337E+02	 1.89000E+03
 4.55180E+02	 1.87550E+03
 4.59021E+02	 1.86500E+03
 4.62861E+02	 1.84700E+03
 4.66699E+02	 1.82650E+03
 4.70535E+02	 1.88300E+03
 4.74370E+02	 1.84950E+03
 4.78204E+02	 1.82850E+03
 4.82036E+02	 1.86350E+03
 4.85867E+02	 1.87100E+03
 4.89696E+02	 1.85750E+03
 4.93524E+02	 1.87550E+03
 4.97351E+02	 1.84800E+03
 5.01176E+02	 1.86350E+03
 5.04999E+02	 1.90850E+03
 5.08821E+02	 1.87750E+03
 5.12641E+02	 1.90500E+03
 5.16460E+02	 1.89150E+03
 5.20278E+02	 1.87900E+03
 5.24094E+02	 1.90250E+03
 5.27909E+02	 1.88900E+03
 5.31722E+02	 1.86400E+03
 5.35534E+02	 1.86950E+03
 5.39344E+02	 1.84650E+03
 5.43153E+02	 1.90650E+03
 5.46960E+02	 1.91800E+03
 5.50766E+02	 1.90650E+03
 5.54571E+02	 1.96800E+03
 5.58374E+02	 1.97300E+03
 5.62175E+02	 1.94650E+03
 5.65975E+02	 1.98300E+03
 5.69774E+02	 1.99850E+03
 5.73571E+02	 2.00000E+03
 5.77367E+02	 2.02400E+03
 5.81162E+02	 1.96600E+03
 5.84954E+02	 1.98800E+03
 5.88746E+02	 1.94900E+03
 5.92536E+02	 1.97600E+03
 5.96324E+02	 1.93250E+03
 6.00111E+02	 1.93400E+03
 6.03897E+02	 2.00900E+03
 6.07681E+02	 1.98500E+03
 6.11464E+02	 2.07200E+03
 6.15246E+02	 1.99050E+03
 6.19025E+02	 1.99800E+03
 6.22804E+02	 2.01550E+03
 6.26581E+02	 2.00400E+03
 6.30357E+02	 2.00800E+03
 6.34131E+02	 2.04150E+03
 6.37903E+02	 2.04600E+03
 6.41675E+02	 2.06700E+03
 6.45445E+02	 2.04850E+03
 6.49213E+02	 1.99750E+03
 6.52980E+02	 2.02150E+03
 6.56746E+02	 2.01100E+03
 6.60510E+02	 2.00800E+03
 6.64272E+02	 1.98350E+03
 6.68034E+02	 1.99800E+03
 6.71793E+02	 1.96200E+03
 6.75552E+02	 2.05800E+03
 6.79309E+02	 1.97500E+03
 6.83064E+02	 1.99950E+03
 6.86819E+02	 1.98100E+03
 6.90571E+02	 1.99050E+03
 6.94323E+02	 2.01950E+03
 6.98073E+02	 1.97250E+03
 7.01821E+02	 2.08550E+03
 7.05568E+02	 2.00100E+03
 7.09314E+02	 2.00900E+03
 7.13058E+02	 2.02600E+03
 7.16801E+02	 1.99200E+03
 7.20542E+02	 2.04950E+03
 7.24282E+02	 2.06050E+03
 7.28021E+02	 2.05200E+03
 7.31758E+02	 2.04300E+03
 7.35493E+02	 2.10000E+03
 7.39228E+02	 2.21200E+03
 7.42961E+02	 2.25650E+03
 7.46692E+02	 2.31300E+03
 7.50422E+02	 2.27700E+03
 7.54151E+02	 2.18900E+03
 7.57878E+02	 2.16500E+03
 7.61604E+02	 2.14550E+03
 7.65328E+02	 2.10450E+03
 7.69051E+02	 2.10300E+03
 7.72773E+02	 2.07100E+03
 7.76493E+02	 2.09550E+03
 7.80212E+02	 2.06450E+03
 7.83929E+02	 2.11000E+03
 7.87645E+02	 2.06950E+03
 7.91360E+02	 2.12750E+03
 7.95073E+02	 2.13050E+03
 7.98785E+02	 2.06450E+03
 8.02495E+02	 2.07900E+03
 8.06204E+02	 2.06700E+03
 8.09912E+02	 2.09200E+03
 8.13618E+02	 2.13650E+03
 8.17323E+02	 2.10600E+03
 8.21026E+02	 2.10300E+03
 8.24728E+02	 2.13950E+03
 8.28429E+02	 2.11150E+03
 8.32128E+02	 2.07450E+03
 8.35826E+02	 2.09800E+03
